customer_id,transaction_id,purchase_date,revenue,true_segment,year_month,dow,Segment,RFM_Score,CLV_1yr
C01504,T0010630,26-11-2024,226.39,Loyalist,2024-11,Tuesday,At-Risk,12,1320.82
C01504,T0010631,13-12-2024,120.94,Loyalist,2024-12,Friday,At-Risk,12,1320.82
C01504,T0010632,28-11-2024,141.24,Loyalist,2024-11,Thursday,At-Risk,12,1320.82
C01504,T0010633,16-11-2024,132.38,Loyalist,2024-11,Saturday,At-Risk,12,1320.82
C01504,T0010634,21-10-2024,243.56,Loyalist,2024-10,Monday,At-Risk,12,1320.82
C01504,T0010635,07-12-2024,149.75,Loyalist,2024-12,Saturday,At-Risk,12,1320.82
C01504,T0010636,05-12-2024,141.31,Loyalist,2024-12,Thursday,At-Risk,12,1320.82
C01505,T0010637,24-10-2024,134.49,Loyalist,2024-10,Thursday,At-Risk,10,925.85
C01505,T0010638,05-11-2024,197.48,Loyalist,2024-11,Tuesday,At-Risk,10,925.85
C01505,T0010639,24-11-2024,79.15,Loyalist,2024-11,Sunday,At-Risk,10,925.85
C01505,T0010640,27-10-2024,231.71,Loyalist,2024-10,Sunday,At-Risk,10,925.85
C01505,T0010641,04-10-2024,135.04,Loyalist,2024-10,Friday,At-Risk,10,925.85
C01505,T0010642,28-11-2024,147.98,Loyalist,2024-11,Thursday,At-Risk,10,925.85
C01506,T0010643,21-07-2024,15.65,At-Risk,2024-07,Sunday,At-Risk,6,225.3
C01506,T0010644,10-08-2024,69.6,At-Risk,2024-08,Saturday,At-Risk,6,225.3
C01506,T0010645,16-07-2024,140.05,At-Risk,2024-07,Tuesday,At-Risk,6,225.3
C01507,T0010646,04-08-2024,108.93,At-Risk,2024-08,Sunday,At-Risk,8,684.62
C01507,T0010647,11-07-2024,154.58,At-Risk,2024-07,Thursday,At-Risk,8,684.62
C01507,T0010648,24-07-2024,66.59,At-Risk,2024-07,Wednesday,At-Risk,8,684.62
C01507,T0010649,09-08-2024,105.69,At-Risk,2024-08,Friday,At-Risk,8,684.62
C01507,T0010650,21-07-2024,123.66,At-Risk,2024-07,Sunday,At-Risk,8,684.62
C01507,T0010651,25-06-2024,108.11,At-Risk,2024-06,Tuesday,At-Risk,8,684.62
C01507,T0010652,14-07-2024,17.06,At-Risk,2024-07,Sunday,At-Risk,8,684.62
C01508,T0010653,01-09-2024,104.15,At-Risk,2024-09,Sunday,Dormant,4,104.15
C01509,T0010654,12-05-2024,72.61,At-Risk,2024-05,Sunday,At-Risk,8,650.47
C01509,T0010655,27-05-2024,121.71,At-Risk,2024-05,Monday,At-Risk,8,650.47
C01509,T0010656,20-05-2024,57.6,At-Risk,2024-05,Monday,At-Risk,8,650.47
C01509,T0010657,06-06-2024,123.95,At-Risk,2024-06,Thursday,At-Risk,8,650.47
C01509,T0010658,13-06-2024,153.41,At-Risk,2024-06,Thursday,At-Risk,8,650.47
C01509,T0010659,11-06-2024,121.19,At-Risk,2024-06,Tuesday,At-Risk,8,650.47
C01510,T0010660,19-02-2024,31.51,Dormant,2024-02,Monday,Dormant,3,100.2
C01510,T0010661,23-01-2024,68.69,Dormant,2024-01,Tuesday,Dormant,3,100.2
C01511,T0010662,01-08-2024,117.16,At-Risk,2024-08,Thursday,Dormant,4,117.16
C01512,T0010663,02-02-2024,17.47,Dormant,2024-02,Friday,Dormant,3,17.47
C01513,T0010664,21-11-2024,192.84,Champion,2024-11,Thursday,Loyalists,15,6584.18
C01513,T0010665,17-12-2024,290.24,Champion,2024-12,Tuesday,Loyalists,15,6584.18
C01513,T0010666,21-11-2024,332.1,Champion,2024-11,Thursday,Loyalists,15,6584.18
C01513,T0010667,23-11-2024,310.96,Champion,2024-11,Saturday,Loyalists,15,6584.18
C01513,T0010668,19-11-2024,354.62,Champion,2024-11,Tuesday,Loyalists,15,6584.18
C01513,T0010669,13-11-2024,362.03,Champion,2024-11,Wednesday,Loyalists,15,6584.18
C01513,T0010670,22-10-2024,345.09,Champion,2024-10,Tuesday,Loyalists,15,6584.18
C01513,T0010671,03-11-2024,260.6,Champion,2024-11,Sunday,Loyalists,15,6584.18
C01513,T0010672,11-12-2024,172.58,Champion,2024-12,Wednesday,Loyalists,15,6584.18
C01513,T0010673,05-12-2024,226.61,Champion,2024-12,Thursday,Loyalists,15,6584.18
C01513,T0010674,02-11-2024,187.96,Champion,2024-11,Saturday,Loyalists,15,6584.18
C01513,T0010675,09-11-2024,419.84,Champion,2024-11,Saturday,Loyalists,15,6584.18
C01513,T0010676,04-12-2024,227.6,Champion,2024-12,Wednesday,Loyalists,15,6584.18
C01513,T0010677,11-12-2024,256.25,Champion,2024-12,Wednesday,Loyalists,15,6584.18
C01513,T0010678,05-11-2024,400.18,Champion,2024-11,Tuesday,Loyalists,15,6584.18
C01513,T0010679,12-11-2024,320.36,Champion,2024-11,Tuesday,Loyalists,15,6584.18
C01513,T0010680,19-12-2024,254.2,Champion,2024-12,Thursday,Loyalists,15,6584.18
C01513,T0010681,10-12-2024,376.36,Champion,2024-12,Tuesday,Loyalists,15,6584.18
C01513,T0010682,14-11-2024,259.98,Champion,2024-11,Thursday,Loyalists,15,6584.18
C01513,T0010683,30-10-2024,198.16,Champion,2024-10,Wednesday,Loyalists,15,6584.18
C01513,T0010684,16-12-2024,349.07,Champion,2024-12,Monday,Loyalists,15,6584.18
C01513,T0010685,07-11-2024,255.08,Champion,2024-11,Thursday,Loyalists,15,6584.18
C01513,T0010686,02-12-2024,231.47,Champion,2024-12,Monday,Loyalists,15,6584.18
C01514,T0010687,14-11-2024,381.08,Champion,2024-11,Thursday,Loyalists,15,5426.68
C01514,T0010688,30-10-2024,103.24,Champion,2024-10,Wednesday,Loyalists,15,5426.68
C01514,T0010689,22-11-2024,248.72,Champion,2024-11,Friday,Loyalists,15,5426.68
C01514,T0010690,26-10-2024,196.86,Champion,2024-10,Saturday,Loyalists,15,5426.68
C01514,T0010691,17-10-2024,256.56,Champion,2024-10,Thursday,Loyalists,15,5426.68
C01514,T0010692,01-11-2024,439.1,Champion,2024-11,Friday,Loyalists,15,5426.68
C01514,T0010693,06-11-2024,189.3,Champion,2024-11,Wednesday,Loyalists,15,5426.68
C01514,T0010694,01-11-2024,328.34,Champion,2024-11,Friday,Loyalists,15,5426.68
C01514,T0010695,25-10-2024,266.38,Champion,2024-10,Friday,Loyalists,15,5426.68
C01514,T0010696,25-10-2024,301.28,Champion,2024-10,Friday,Loyalists,15,5426.68
C01514,T0010697,20-11-2024,325.58,Champion,2024-11,Wednesday,Loyalists,15,5426.68
C01514,T0010698,13-12-2024,391.01,Champion,2024-12,Friday,Loyalists,15,5426.68
C01514,T0010699,24-11-2024,366.72,Champion,2024-11,Sunday,Loyalists,15,5426.68
C01514,T0010700,14-12-2024,330.26,Champion,2024-12,Saturday,Loyalists,15,5426.68
C01514,T0010701,02-11-2024,212.4,Champion,2024-11,Saturday,Loyalists,15,5426.68
C01514,T0010702,29-10-2024,306.56,Champion,2024-10,Tuesday,Loyalists,15,5426.68
C01514,T0010703,07-12-2024,311.49,Champion,2024-12,Saturday,Loyalists,15,5426.68
C01514,T0010704,09-12-2024,209.64,Champion,2024-12,Monday,Loyalists,15,5426.68
C01514,T0010705,09-12-2024,262.16,Champion,2024-12,Monday,Loyalists,15,5426.68
C01515,T0010706,25-11-2024,298.58,Champion,2024-11,Monday,Loyalists,15,7126.61
C01515,T0010707,02-12-2024,312.78,Champion,2024-12,Monday,Loyalists,15,7126.61
C01515,T0010708,12-12-2024,338.56,Champion,2024-12,Thursday,Loyalists,15,7126.61
C01515,T0010709,28-11-2024,277.39,Champion,2024-11,Thursday,Loyalists,15,7126.61
C01515,T0010710,21-11-2024,295.99,Champion,2024-11,Thursday,Loyalists,15,7126.61
C01515,T0010711,07-11-2024,418.61,Champion,2024-11,Thursday,Loyalists,15,7126.61
C01515,T0010712,18-11-2024,247.11,Champion,2024-11,Monday,Loyalists,15,7126.61
C01515,T0010713,10-12-2024,252.73,Champion,2024-12,Tuesday,Loyalists,15,7126.61
C01515,T0010714,28-10-2024,201.25,Champion,2024-10,Monday,Loyalists,15,7126.61
C01515,T0010715,25-11-2024,293.38,Champion,2024-11,Monday,Loyalists,15,7126.61
C01515,T0010716,07-12-2024,267.99,Champion,2024-12,Saturday,Loyalists,15,7126.61
C01515,T0010717,24-11-2024,300.27,Champion,2024-11,Sunday,Loyalists,15,7126.61
C01515,T0010718,09-11-2024,316.09,Champion,2024-11,Saturday,Loyalists,15,7126.61
C01515,T0010719,12-11-2024,461.39,Champion,2024-11,Tuesday,Loyalists,15,7126.61
C01515,T0010720,26-11-2024,219.97,Champion,2024-11,Tuesday,Loyalists,15,7126.61
C01515,T0010721,03-12-2024,256.22,Champion,2024-12,Tuesday,Loyalists,15,7126.61
C01515,T0010722,13-11-2024,301.94,Champion,2024-11,Wednesday,Loyalists,15,7126.61
C01515,T0010723,22-12-2024,373.09,Champion,2024-12,Sunday,Loyalists,15,7126.61
C01515,T0010724,03-11-2024,384.12,Champion,2024-11,Sunday,Loyalists,15,7126.61
C01515,T0010725,27-10-2024,302.49,Champion,2024-10,Sunday,Loyalists,15,7126.61
C01515,T0010726,04-12-2024,266.93,Champion,2024-12,Wednesday,Loyalists,15,7126.61
C01515,T0010727,26-11-2024,369.1,Champion,2024-11,Tuesday,Loyalists,15,7126.61
C01515,T0010728,16-12-2024,370.63,Champion,2024-12,Monday,Loyalists,15,7126.61
C01516,T0010729,07-05-2024,146.81,At-Risk,2024-05,Tuesday,At-Risk,8,715.6
C01516,T0010730,27-05-2024,122.05,At-Risk,2024-05,Monday,At-Risk,8,715.6
C01516,T0010731,23-05-2024,95.27,At-Risk,2024-05,Thursday,At-Risk,8,715.6
C01516,T0010732,12-05-2024,57.34,At-Risk,2024-05,Sunday,At-Risk,8,715.6
C01516,T0010733,10-06-2024,83.07,At-Risk,2024-06,Monday,At-Risk,8,715.6
C01516,T0010734,09-06-2024,85.23,At-Risk,2024-06,Sunday,At-Risk,8,715.6
C01516,T0010735,30-04-2024,125.83,At-Risk,2024-04,Tuesday,At-Risk,8,715.6
C01517,T0010736,05-01-2024,53.59,Dormant,2024-01,Friday,Dormant,3,53.59
C01518,T0010737,30-12-2024,214.93,Champion,2024-12,Monday,Loyalists,15,5604.97
C01518,T0010738,26-12-2024,215.02,Champion,2024-12,Thursday,Loyalists,15,5604.97
C01518,T0010739,05-12-2024,461.4,Champion,2024-12,Thursday,Loyalists,15,5604.97
C01518,T0010740,18-11-2024,264.12,Champion,2024-11,Monday,Loyalists,15,5604.97
C01518,T0010741,10-11-2024,371.86,Champion,2024-11,Sunday,Loyalists,15,5604.97
C01518,T0010742,05-12-2024,307.28,Champion,2024-12,Thursday,Loyalists,15,5604.97
C01518,T0010743,08-12-2024,350.15,Champion,2024-12,Sunday,Loyalists,15,5604.97
C01518,T0010744,19-11-2024,317.89,Champion,2024-11,Tuesday,Loyalists,15,5604.97
C01518,T0010745,21-12-2024,290.45,Champion,2024-12,Saturday,Loyalists,15,5604.97
C01518,T0010746,12-11-2024,234.22,Champion,2024-11,Tuesday,Loyalists,15,5604.97
C01518,T0010747,21-12-2024,447.25,Champion,2024-12,Saturday,Loyalists,15,5604.97
C01518,T0010748,05-11-2024,219.72,Champion,2024-11,Tuesday,Loyalists,15,5604.97
C01518,T0010749,20-11-2024,379.11,Champion,2024-11,Wednesday,Loyalists,15,5604.97
C01518,T0010750,23-11-2024,345.41,Champion,2024-11,Saturday,Loyalists,15,5604.97
C01518,T0010751,20-12-2024,221.71,Champion,2024-12,Friday,Loyalists,15,5604.97
C01518,T0010752,08-11-2024,131.42,Champion,2024-11,Friday,Loyalists,15,5604.97
C01518,T0010753,08-11-2024,310.25,Champion,2024-11,Friday,Loyalists,15,5604.97
C01518,T0010754,11-12-2024,157.01,Champion,2024-12,Wednesday,Loyalists,15,5604.97
C01518,T0010755,09-11-2024,365.77,Champion,2024-11,Saturday,Loyalists,15,5604.97
C01519,T0010756,16-04-2024,32.99,Dormant,2024-04,Tuesday,Dormant,3,32.99
C01520,T0010757,04-11-2024,327.06,Champion,2024-11,Monday,Loyalists,15,5570.04
C01520,T0010758,04-11-2024,344.93,Champion,2024-11,Monday,Loyalists,15,5570.04
C01520,T0010759,15-11-2024,332.42,Champion,2024-11,Friday,Loyalists,15,5570.04
C01520,T0010760,27-11-2024,256.9,Champion,2024-11,Wednesday,Loyalists,15,5570.04
C01520,T0010761,09-11-2024,268.72,Champion,2024-11,Saturday,Loyalists,15,5570.04
C01520,T0010762,14-12-2024,249.36,Champion,2024-12,Saturday,Loyalists,15,5570.04
C01520,T0010763,15-12-2024,369.3,Champion,2024-12,Sunday,Loyalists,15,5570.04
C01520,T0010764,19-11-2024,279.93,Champion,2024-11,Tuesday,Loyalists,15,5570.04
C01520,T0010765,05-12-2024,319.03,Champion,2024-12,Thursday,Loyalists,15,5570.04
C01520,T0010766,03-11-2024,285.88,Champion,2024-11,Sunday,Loyalists,15,5570.04
C01520,T0010767,03-11-2024,265.63,Champion,2024-11,Sunday,Loyalists,15,5570.04
C01520,T0010768,21-12-2024,358.71,Champion,2024-12,Saturday,Loyalists,15,5570.04
C01520,T0010769,27-11-2024,208.31,Champion,2024-11,Wednesday,Loyalists,15,5570.04
C01520,T0010770,27-11-2024,245.91,Champion,2024-11,Wednesday,Loyalists,15,5570.04
C01520,T0010771,02-12-2024,253.88,Champion,2024-12,Monday,Loyalists,15,5570.04
C01520,T0010772,05-11-2024,370.02,Champion,2024-11,Tuesday,Loyalists,15,5570.04
C01520,T0010773,07-12-2024,284.57,Champion,2024-12,Saturday,Loyalists,15,5570.04
C01520,T0010774,17-11-2024,277.64,Champion,2024-11,Sunday,Loyalists,15,5570.04
C01520,T0010775,03-11-2024,271.84,Champion,2024-11,Sunday,Loyalists,15,5570.04
C01521,T0010776,25-12-2023,55.57,Dormant,2023-12,Monday,Dormant,3,88.96
C01521,T0010777,12-01-2024,33.39,Dormant,2024-01,Friday,Dormant,3,88.96
C01522,T0010778,19-11-2024,134.82,Loyalist,2024-11,Tuesday,At-Risk,12,1252.48
C01522,T0010779,05-10-2024,188.13,Loyalist,2024-10,Saturday,At-Risk,12,1252.48
C01522,T0010780,27-10-2024,175.66,Loyalist,2024-10,Sunday,At-Risk,12,1252.48
C01522,T0010781,13-11-2024,142.36,Loyalist,2024-11,Wednesday,At-Risk,12,1252.48
C01522,T0010782,22-11-2024,200.75,Loyalist,2024-11,Friday,At-Risk,12,1252.48
C01522,T0010783,27-09-2024,157.53,Loyalist,2024-09,Friday,At-Risk,12,1252.48
C01522,T0010784,10-11-2024,99.59,Loyalist,2024-11,Sunday,At-Risk,12,1252.48
C01522,T0010785,16-10-2024,153.64,Loyalist,2024-10,Wednesday,At-Risk,12,1252.48
C01523,T0010786,04-12-2024,368.3,Champion,2024-12,Wednesday,Loyalists,15,6738.49
C01523,T0010787,31-10-2024,325.63,Champion,2024-10,Thursday,Loyalists,15,6738.49
C01523,T0010788,27-10-2024,443.82,Champion,2024-10,Sunday,Loyalists,15,6738.49
C01523,T0010789,12-12-2024,195.36,Champion,2024-12,Thursday,Loyalists,15,6738.49
C01523,T0010790,29-11-2024,352.82,Champion,2024-11,Friday,Loyalists,15,6738.49
C01523,T0010791,12-12-2024,265.88,Champion,2024-12,Thursday,Loyalists,15,6738.49
C01523,T0010792,09-12-2024,345.52,Champion,2024-12,Monday,Loyalists,15,6738.49
C01523,T0010793,22-12-2024,186.95,Champion,2024-12,Sunday,Loyalists,15,6738.49
C01523,T0010794,20-12-2024,216.29,Champion,2024-12,Friday,Loyalists,15,6738.49
C01523,T0010795,08-11-2024,332.07,Champion,2024-11,Friday,Loyalists,15,6738.49
C01523,T0010796,04-11-2024,316.16,Champion,2024-11,Monday,Loyalists,15,6738.49
C01523,T0010797,06-11-2024,184.2,Champion,2024-11,Wednesday,Loyalists,15,6738.49
C01523,T0010798,15-11-2024,387.87,Champion,2024-11,Friday,Loyalists,15,6738.49
C01523,T0010799,02-12-2024,247.87,Champion,2024-12,Monday,Loyalists,15,6738.49
C01523,T0010800,27-11-2024,250.82,Champion,2024-11,Wednesday,Loyalists,15,6738.49
C01523,T0010801,21-12-2024,401.92,Champion,2024-12,Saturday,Loyalists,15,6738.49
C01523,T0010802,02-11-2024,284.42,Champion,2024-11,Saturday,Loyalists,15,6738.49
C01523,T0010803,04-11-2024,247.04,Champion,2024-11,Monday,Loyalists,15,6738.49
C01523,T0010804,14-12-2024,338.93,Champion,2024-12,Saturday,Loyalists,15,6738.49
C01523,T0010805,27-11-2024,207.07,Champion,2024-11,Wednesday,Loyalists,15,6738.49
C01523,T0010806,25-10-2024,213.84,Champion,2024-10,Friday,Loyalists,15,6738.49
C01523,T0010807,11-11-2024,279.97,Champion,2024-11,Monday,Loyalists,15,6738.49
C01523,T0010808,24-11-2024,345.74,Champion,2024-11,Sunday,Loyalists,15,6738.49
C01524,T0010809,03-11-2024,99.51,Loyalist,2024-11,Sunday,At-Risk,7,291.77
C01524,T0010810,18-10-2024,141.5,Loyalist,2024-10,Friday,At-Risk,7,291.77
C01524,T0010811,02-10-2024,50.76,Loyalist,2024-10,Wednesday,At-Risk,7,291.77
C01525,T0010812,14-10-2024,158.87,Loyalist,2024-10,Monday,At-Risk,9,643.12
C01525,T0010813,18-09-2024,107.88,Loyalist,2024-09,Wednesday,At-Risk,9,643.12
C01525,T0010814,29-09-2024,124.25,Loyalist,2024-09,Sunday,At-Risk,9,643.12
C01525,T0010815,07-10-2024,176.8,Loyalist,2024-10,Monday,At-Risk,9,643.12
C01525,T0010816,01-10-2024,75.32,Loyalist,2024-10,Tuesday,At-Risk,9,643.12
C01526,T0010817,12-11-2024,226.13,Loyalist,2024-11,Tuesday,At-Risk,12,1816.48
C01526,T0010818,30-10-2024,148.03,Loyalist,2024-10,Wednesday,At-Risk,12,1816.48
C01526,T0010819,04-11-2024,213.15,Loyalist,2024-11,Monday,At-Risk,12,1816.48
C01526,T0010820,08-12-2024,101.79,Loyalist,2024-12,Sunday,At-Risk,12,1816.48
C01526,T0010821,13-11-2024,133.04,Loyalist,2024-11,Wednesday,At-Risk,12,1816.48
C01526,T0010822,25-11-2024,179.58,Loyalist,2024-11,Monday,At-Risk,12,1816.48
C01526,T0010823,07-11-2024,126.26,Loyalist,2024-11,Thursday,At-Risk,12,1816.48
C01526,T0010824,14-10-2024,153.61,Loyalist,2024-10,Monday,At-Risk,12,1816.48
C01526,T0010825,19-10-2024,199.68,Loyalist,2024-10,Saturday,At-Risk,12,1816.48
C01526,T0010826,23-10-2024,152.8,Loyalist,2024-10,Wednesday,At-Risk,12,1816.48
C01526,T0010827,08-12-2024,182.41,Loyalist,2024-12,Sunday,At-Risk,12,1816.48
C01527,T0010828,22-10-2024,210.16,Loyalist,2024-10,Tuesday,At-Risk,11,2233.1
C01527,T0010829,04-11-2024,195.46,Loyalist,2024-11,Monday,At-Risk,11,2233.1
C01527,T0010830,22-09-2024,224.29,Loyalist,2024-09,Sunday,At-Risk,11,2233.1
C01527,T0010831,29-10-2024,120.7,Loyalist,2024-10,Tuesday,At-Risk,11,2233.1
C01527,T0010832,20-10-2024,131.19,Loyalist,2024-10,Sunday,At-Risk,11,2233.1
C01527,T0010833,10-10-2024,183.7,Loyalist,2024-10,Thursday,At-Risk,11,2233.1
C01527,T0010834,14-09-2024,176.21,Loyalist,2024-09,Saturday,At-Risk,11,2233.1
C01527,T0010835,25-09-2024,208.1,Loyalist,2024-09,Wednesday,At-Risk,11,2233.1
C01527,T0010836,30-09-2024,201.78,Loyalist,2024-09,Monday,At-Risk,11,2233.1
C01527,T0010837,11-10-2024,228.22,Loyalist,2024-10,Friday,At-Risk,11,2233.1
C01527,T0010838,28-10-2024,182.54,Loyalist,2024-10,Monday,At-Risk,11,2233.1
C01527,T0010839,07-10-2024,170.75,Loyalist,2024-10,Monday,At-Risk,11,2233.1
C01528,T0010840,30-01-2024,92.94,Dormant,2024-01,Tuesday,Dormant,3,92.94
C01529,T0010841,01-09-2024,95.62,At-Risk,2024-09,Sunday,At-Risk,6,177.61
C01529,T0010842,24-09-2024,81.99,At-Risk,2024-09,Tuesday,At-Risk,6,177.61
C01530,T0010843,19-10-2024,227.88,Loyalist,2024-10,Saturday,At-Risk,11,1595.37
C01530,T0010844,26-09-2024,161.87,Loyalist,2024-09,Thursday,At-Risk,11,1595.37
C01530,T0010845,03-10-2024,99.79,Loyalist,2024-10,Thursday,At-Risk,11,1595.37
C01530,T0010846,22-10-2024,95.41,Loyalist,2024-10,Tuesday,At-Risk,11,1595.37
C01530,T0010847,12-10-2024,204.59,Loyalist,2024-10,Saturday,At-Risk,11,1595.37
C01530,T0010848,26-09-2024,153,Loyalist,2024-09,Thursday,At-Risk,11,1595.37
C01530,T0010849,03-11-2024,136.98,Loyalist,2024-11,Sunday,At-Risk,11,1595.37
C01530,T0010850,02-10-2024,161.13,Loyalist,2024-10,Wednesday,At-Risk,11,1595.37
C01530,T0010851,15-10-2024,182.94,Loyalist,2024-10,Tuesday,At-Risk,11,1595.37
C01530,T0010852,19-09-2024,171.78,Loyalist,2024-09,Thursday,At-Risk,11,1595.37
C01531,T0010853,05-07-2024,108.96,At-Risk,2024-07,Friday,At-Risk,6,291.19
C01531,T0010854,10-08-2024,110.18,At-Risk,2024-08,Saturday,At-Risk,6,291.19
C01531,T0010855,04-08-2024,72.05,At-Risk,2024-08,Sunday,At-Risk,6,291.19
C01532,T0010856,25-08-2024,156.51,At-Risk,2024-08,Sunday,At-Risk,5,156.51
C01533,T0010857,08-11-2024,207.84,Loyalist,2024-11,Friday,Loyalists,13,1557.81
C01533,T0010858,09-12-2024,60.74,Loyalist,2024-12,Monday,Loyalists,13,1557.81
C01533,T0010859,20-11-2024,130.85,Loyalist,2024-11,Wednesday,Loyalists,13,1557.81
C01533,T0010860,26-11-2024,116,Loyalist,2024-11,Tuesday,Loyalists,13,1557.81
C01533,T0010861,05-11-2024,93.64,Loyalist,2024-11,Tuesday,Loyalists,13,1557.81
C01533,T0010862,04-11-2024,156.12,Loyalist,2024-11,Monday,Loyalists,13,1557.81
C01533,T0010863,25-11-2024,185.52,Loyalist,2024-11,Monday,Loyalists,13,1557.81
C01533,T0010864,29-12-2024,177.79,Loyalist,2024-12,Sunday,Loyalists,13,1557.81
C01533,T0010865,09-11-2024,146.68,Loyalist,2024-11,Saturday,Loyalists,13,1557.81
C01533,T0010866,07-11-2024,183.69,Loyalist,2024-11,Thursday,Loyalists,13,1557.81
C01533,T0010867,11-11-2024,98.94,Loyalist,2024-11,Monday,Loyalists,13,1557.81
C01534,T0010868,26-11-2024,131.93,Loyalist,2024-11,Tuesday,At-Risk,11,998.39
C01534,T0010869,29-11-2024,183.72,Loyalist,2024-11,Friday,At-Risk,11,998.39
C01534,T0010870,29-10-2024,155.73,Loyalist,2024-10,Tuesday,At-Risk,11,998.39
C01534,T0010871,24-11-2024,107.72,Loyalist,2024-11,Sunday,At-Risk,11,998.39
C01534,T0010872,18-10-2024,244.28,Loyalist,2024-10,Friday,At-Risk,11,998.39
C01534,T0010873,20-11-2024,58.15,Loyalist,2024-11,Wednesday,At-Risk,11,998.39
C01534,T0010874,11-11-2024,116.86,Loyalist,2024-11,Monday,At-Risk,11,998.39
C01535,T0010875,09-11-2024,279.93,Champion,2024-11,Saturday,At-Risk,12,1710.79
C01535,T0010876,09-11-2024,355.02,Champion,2024-11,Saturday,At-Risk,12,1710.79
C01535,T0010877,17-12-2024,252.67,Champion,2024-12,Tuesday,At-Risk,12,1710.79
C01535,T0010878,13-12-2024,212.45,Champion,2024-12,Friday,At-Risk,12,1710.79
C01535,T0010879,08-12-2024,374.44,Champion,2024-12,Sunday,At-Risk,12,1710.79
C01535,T0010880,28-10-2024,236.28,Champion,2024-10,Monday,At-Risk,12,1710.79
C01536,T0010881,09-11-2024,166.01,Champion,2024-11,Saturday,Loyalists,13,3331.07
C01536,T0010882,26-11-2024,187.35,Champion,2024-11,Tuesday,Loyalists,13,3331.07
C01536,T0010883,28-11-2024,198.92,Champion,2024-11,Thursday,Loyalists,13,3331.07
C01536,T0010884,26-11-2024,402.33,Champion,2024-11,Tuesday,Loyalists,13,3331.07
C01536,T0010885,23-10-2024,358.79,Champion,2024-10,Wednesday,Loyalists,13,3331.07
C01536,T0010886,24-10-2024,157.83,Champion,2024-10,Thursday,Loyalists,13,3331.07
C01536,T0010887,12-12-2024,410.96,Champion,2024-12,Thursday,Loyalists,13,3331.07
C01536,T0010888,25-11-2024,259.24,Champion,2024-11,Monday,Loyalists,13,3331.07
C01536,T0010889,25-10-2024,243.78,Champion,2024-10,Friday,Loyalists,13,3331.07
C01536,T0010890,23-11-2024,377.25,Champion,2024-11,Saturday,Loyalists,13,3331.07
C01536,T0010891,11-11-2024,267.56,Champion,2024-11,Monday,Loyalists,13,3331.07
C01536,T0010892,08-12-2024,301.05,Champion,2024-12,Sunday,Loyalists,13,3331.07
C01537,T0010893,03-08-2024,53.21,At-Risk,2024-08,Saturday,Dormant,4,53.21
C01538,T0010894,06-11-2024,214.87,Champion,2024-11,Wednesday,Loyalists,15,4335.58
C01538,T0010895,07-11-2024,194.57,Champion,2024-11,Thursday,Loyalists,15,4335.58
C01538,T0010896,12-12-2024,428.27,Champion,2024-12,Thursday,Loyalists,15,4335.58
C01538,T0010897,12-11-2024,442.92,Champion,2024-11,Tuesday,Loyalists,15,4335.58
C01538,T0010898,25-11-2024,249.36,Champion,2024-11,Monday,Loyalists,15,4335.58
C01538,T0010899,06-12-2024,154.99,Champion,2024-12,Friday,Loyalists,15,4335.58
C01538,T0010900,19-10-2024,206.18,Champion,2024-10,Saturday,Loyalists,15,4335.58
C01538,T0010901,28-10-2024,365.09,Champion,2024-10,Monday,Loyalists,15,4335.58
C01538,T0010902,19-11-2024,307.76,Champion,2024-11,Tuesday,Loyalists,15,4335.58
C01538,T0010903,12-11-2024,312.74,Champion,2024-11,Tuesday,Loyalists,15,4335.58
C01538,T0010904,03-11-2024,98.76,Champion,2024-11,Sunday,Loyalists,15,4335.58
C01538,T0010905,16-12-2024,204.02,Champion,2024-12,Monday,Loyalists,15,4335.58
C01538,T0010906,10-12-2024,70.28,Champion,2024-12,Tuesday,Loyalists,15,4335.58
C01538,T0010907,30-10-2024,266.97,Champion,2024-10,Wednesday,Loyalists,15,4335.58
C01538,T0010908,11-12-2024,241.02,Champion,2024-12,Wednesday,Loyalists,15,4335.58
C01538,T0010909,20-11-2024,245.71,Champion,2024-11,Wednesday,Loyalists,15,4335.58
C01538,T0010910,06-12-2024,332.07,Champion,2024-12,Friday,Loyalists,15,4335.58
C01539,T0010911,06-09-2024,145.64,At-Risk,2024-09,Friday,At-Risk,7,292.54
C01539,T0010912,22-08-2024,46.68,At-Risk,2024-08,Thursday,At-Risk,7,292.54
C01539,T0010913,19-07-2024,100.22,At-Risk,2024-07,Friday,At-Risk,7,292.54
C01540,T0010914,23-09-2024,74.95,At-Risk,2024-09,Monday,At-Risk,7,208.17
C01540,T0010915,22-08-2024,57.07,At-Risk,2024-08,Thursday,At-Risk,7,208.17
C01540,T0010916,18-09-2024,76.15,At-Risk,2024-09,Wednesday,At-Risk,7,208.17
C01541,T0010917,08-11-2024,434.44,Champion,2024-11,Friday,Loyalists,15,6578.56
C01541,T0010918,29-12-2024,286.46,Champion,2024-12,Sunday,Loyalists,15,6578.56
C01541,T0010919,02-12-2024,252.96,Champion,2024-12,Monday,Loyalists,15,6578.56
C01541,T0010920,02-12-2024,280.51,Champion,2024-12,Monday,Loyalists,15,6578.56
C01541,T0010921,14-12-2024,415.72,Champion,2024-12,Saturday,Loyalists,15,6578.56
C01541,T0010922,22-12-2024,241.09,Champion,2024-12,Sunday,Loyalists,15,6578.56
