customer_id,Recency,Frequency,Monetary,AvgOrderValue,PurchaseRate,CLV_1yr,R,F,M,RFM_Score,RFM_Segment,Cluster,Segment
C00602,6,14,4319.21,308.515,0.038356164,4319.21,5,5,5,15,Champions,1,Loyalists
C00603,16,8,2555.46,319.4325,0.021917808,2555.46,5,4,4,13,Champions,3,At-Risk
C00604,25,3,908.4134,302.8044667,0.008219178,908.4134,4,2,3,9,At-Risk,3,At-Risk
C00605,66,8,1106.04,138.255,0.021917808,1106.04,3,4,4,11,Loyalists,3,At-Risk
C00606,17,20,6059.9234,302.99617,0.054794521,6059.9234,5,5,5,15,Champions,1,Loyalists
C00607,21,9,1220.25,135.5833333,0.024657534,1220.25,4,4,4,12,Loyalists,3,At-Risk
C00608,102,4,435.27,108.8175,0.010958904,435.27,3,2,3,8,At-Risk,0,At-Risk
C00609,99,1,99.02,99.02,0.002739726,99.02,3,1,1,5,Dormant,2,Dormant
C00610,17,14,4409.39,314.9564286,0.038356164,4409.39,5,5,5,15,Champions,1,Loyalists
C00611,148,1,65.91,65.91,0.002739726,65.91,2,1,1,4,Dormant,2,Dormant
C00612,171,2,169.45,84.725,0.005479452,169.45,2,1,2,5,Dormant,2,Dormant
C00613,9,13,3575.44,275.0338462,0.035616438,3575.44,5,5,5,15,Champions,1,Loyalists
C00614,328,2,73.94,36.97,0.005479452,73.94,1,1,1,3,Dormant,2,Dormant
C00615,338,3,118.88,39.62666667,0.008219178,118.88,1,2,2,5,Dormant,2,Dormant
C00616,8,23,7012.8334,304.9058,0.063013699,7012.8334,5,5,5,15,Champions,1,Loyalists
C00617,39,8,1294.72,161.84,0.021917808,1294.72,4,4,4,12,Loyalists,3,At-Risk
C00618,308,3,135.51,45.17,0.008219178,135.51,1,2,2,5,Dormant,2,Dormant
C00619,132,7,495.25,70.75,0.019178082,495.25,2,3,3,8,At-Risk,0,At-Risk
C00620,14,17,4797.05,282.1794118,0.046575342,4797.05,5,5,5,15,Champions,1,Loyalists
C00621,9,20,5894.95,294.7475,0.054794521,5894.95,5,5,5,15,Champions,1,Loyalists
C00622,8,9,1428.22,158.6911111,0.024657534,1428.22,5,4,4,13,Champions,3,At-Risk
C00623,40,14,2400.79,171.485,0.038356164,2400.79,4,5,4,13,Champions,3,At-Risk
C00624,93,2,230.12,115.06,0.005479452,230.12,3,1,2,6,At-Risk,0,At-Risk
C00625,20,5,961.14,192.228,0.01369863,961.14,4,3,3,10,Loyalists,3,At-Risk
C00626,61,10,1610.25,161.025,0.02739726,1610.25,3,4,4,11,Loyalists,3,At-Risk
C00627,163,5,468.41,93.682,0.01369863,468.41,2,3,3,8,At-Risk,0,At-Risk
C00628,2,20,6412.2234,320.61117,0.054794521,6412.2234,5,5,5,15,Champions,1,Loyalists
C00629,79,5,508.5,101.7,0.01369863,508.5,3,3,3,9,At-Risk,0,At-Risk
C00630,169,2,188.98,94.49,0.005479452,188.98,2,1,2,5,Dormant,0,At-Risk
C00631,232,1,43.68,43.68,0.002739726,43.68,1,1,1,3,Dormant,2,Dormant
C00632,169,3,208.69,69.56333333,0.008219178,208.69,2,2,2,6,At-Risk,0,At-Risk
C00633,124,4,499.64,124.91,0.010958904,499.64,2,2,3,7,At-Risk,0,At-Risk
C00634,13,14,4461.1734,318.6552429,0.038356164,4461.1734,5,5,5,15,Champions,1,Loyalists
C00635,31,9,1261.59,140.1766667,0.024657534,1261.59,4,4,4,12,Loyalists,3,At-Risk
C00636,83,3,194,64.66666667,0.008219178,194,3,2,2,7,At-Risk,0,At-Risk
C00637,14,1,465.3234,465.3234,0.002739726,465.3234,5,1,3,9,At-Risk,3,At-Risk
C00638,6,11,1536.83,139.7118182,0.030136986,1536.83,5,4,4,13,Champions,1,Loyalists
C00639,33,10,1504.62,150.462,0.02739726,1504.62,4,4,4,12,Loyalists,3,At-Risk
C00640,19,6,1680.51,280.085,0.016438356,1680.51,4,3,4,11,Loyalists,3,At-Risk
C00641,49,6,989.98,164.9966667,0.016438356,989.98,4,3,3,10,Loyalists,3,At-Risk
C00642,11,18,5567.0634,309.2813,0.049315068,5567.0634,5,5,5,15,Champions,1,Loyalists
C00643,71,7,775.87,110.8385714,0.019178082,775.87,3,3,3,9,At-Risk,3,At-Risk
C00644,6,11,3028.57,275.3245455,0.030136986,3028.57,5,4,4,13,Champions,1,Loyalists
C00645,236,4,143.38,35.845,0.010958904,143.38,1,2,2,5,Dormant,2,Dormant
C00646,132,2,142.25,71.125,0.005479452,142.25,2,1,2,5,Dormant,0,At-Risk
C00647,164,4,369.66,92.415,0.010958904,369.66,2,2,3,7,At-Risk,0,At-Risk
C00648,135,1,106.77,106.77,0.002739726,106.77,2,1,1,4,Dormant,2,Dormant
C00649,37,11,1693.7,153.9727273,0.030136986,1693.7,4,4,4,12,Loyalists,3,At-Risk
C00650,20,12,3622.4134,301.8677833,0.032876712,3622.4134,4,4,5,13,Champions,1,Loyalists
C00651,119,2,139.84,69.92,0.005479452,139.84,3,1,2,6,At-Risk,0,At-Risk
C00652,164,4,223.71,55.9275,0.010958904,223.71,2,2,2,6,At-Risk,0,At-Risk
C00653,137,4,441.84,110.46,0.010958904,441.84,2,2,3,7,At-Risk,0,At-Risk
C00654,69,7,1115.27,159.3242857,0.019178082,1115.27,3,3,4,10,Loyalists,3,At-Risk
C00655,10,7,2265.44,323.6342857,0.019178082,2265.44,5,3,4,12,Loyalists,3,At-Risk
C00656,66,10,1226.31,122.631,0.02739726,1226.31,3,4,4,11,Loyalists,3,At-Risk
C00657,69,6,915.91,152.6516667,0.016438356,915.91,3,3,3,9,At-Risk,3,At-Risk
C00658,153,3,154.53,51.51,0.008219178,154.53,2,2,2,6,At-Risk,0,At-Risk
C00659,79,3,411.8,137.2666667,0.008219178,411.8,3,2,3,8,At-Risk,0,At-Risk
C00660,47,1,215.36,215.36,0.002739726,215.36,4,1,2,7,At-Risk,0,At-Risk
C00661,404,2,97.34,48.67,0.005479452,97.34,1,1,1,3,Dormant,2,Dormant
C00662,174,4,344.65,86.1625,0.010958904,344.65,2,2,2,6,At-Risk,0,At-Risk
C00663,7,17,4917.2,289.2470588,0.046575342,4917.2,5,5,5,15,Champions,1,Loyalists
C00664,10,21,5882.03,280.0966667,0.057534247,5882.03,5,5,5,15,Champions,1,Loyalists
C00665,10,23,6889.7834,299.5558,0.063013699,6889.7834,5,5,5,15,Champions,1,Loyalists
C00666,17,13,4059.89,312.2992308,0.035616438,4059.89,5,5,5,15,Champions,1,Loyalists
C00667,14,20,6180.2334,309.01167,0.054794521,6180.2334,5,5,5,15,Champions,1,Loyalists
C00668,11,14,4334.38,309.5985714,0.038356164,4334.38,5,5,5,15,Champions,1,Loyalists
C00669,53,12,1872.43,156.0358333,0.032876712,1872.43,3,4,4,11,Loyalists,3,At-Risk
C00670,20,9,2441.8,271.3111111,0.024657534,2441.8,4,4,4,12,Loyalists,3,At-Risk
C00671,401,2,55.11,27.555,0.005479452,55.11,1,1,1,3,Dormant,2,Dormant
C00672,11,13,3715.0734,285.7748769,0.035616438,3715.0734,5,5,5,15,Champions,1,Loyalists
C00673,208,6,593.9,98.98333333,0.016438356,593.9,2,3,3,8,At-Risk,0,At-Risk
C00674,36,5,721.73,144.346,0.01369863,721.73,4,3,3,10,Loyalists,3,At-Risk
C00675,347,1,35.25,35.25,0.002739726,35.25,1,1,1,3,Dormant,2,Dormant
C00676,10,25,6917.81,276.7124,0.068493151,6917.81,5,5,5,15,Champions,1,Loyalists
C00677,64,10,1231,123.1,0.02739726,1231,3,4,4,11,Loyalists,3,At-Risk
C00678,375,1,52.46,52.46,0.002739726,52.46,1,1,1,3,Dormant,2,Dormant
C00679,286,1,41.88,41.88,0.002739726,41.88,1,1,1,3,Dormant,2,Dormant
C00680,370,1,26.38,26.38,0.002739726,26.38,1,1,1,3,Dormant,2,Dormant
C00681,35,12,1857.09,154.7575,0.032876712,1857.09,4,4,4,12,Loyalists,3,At-Risk
C00682,7,10,2716.17,271.617,0.02739726,2716.17,5,4,4,13,Champions,1,Loyalists
C00683,54,3,368.72,122.9066667,0.008219178,368.72,3,2,3,8,At-Risk,0,At-Risk
C00684,321,1,54.79,54.79,0.002739726,54.79,1,1,1,3,Dormant,2,Dormant
C00685,106,6,443.62,73.93666667,0.016438356,443.62,3,3,3,9,At-Risk,0,At-Risk
C00686,92,2,259.16,129.58,0.005479452,259.16,3,1,2,6,At-Risk,0,At-Risk
C00687,66,4,575.81,143.9525,0.010958904,575.81,3,2,3,8,At-Risk,0,At-Risk
C00688,90,2,211.86,105.93,0.005479452,211.86,3,1,2,6,At-Risk,0,At-Risk
C00689,16,5,1317.42,263.484,0.01369863,1317.42,5,3,4,12,Loyalists,3,At-Risk
C00690,72,9,1463.32,162.5911111,0.024657534,1463.32,3,4,4,11,Loyalists,3,At-Risk
C00691,48,6,1082.6,180.4333333,0.016438356,1082.6,4,3,4,11,Loyalists,3,At-Risk
C00692,161,6,478.53,79.755,0.016438356,478.53,2,3,3,8,At-Risk,0,At-Risk
C00693,13,5,1435.08,287.016,0.01369863,1435.08,5,3,4,12,Loyalists,3,At-Risk
C00694,15,18,5383.63,299.0905556,0.049315068,5383.63,5,5,5,15,Champions,1,Loyalists
C00695,130,1,181.29,181.29,0.002739726,181.29,2,1,2,5,Dormant,0,At-Risk
C00696,40,8,1142.18,142.7725,0.021917808,1142.18,4,4,4,12,Loyalists,3,At-Risk
C00697,152,5,533.49,106.698,0.01369863,533.49,2,3,3,8,At-Risk,0,At-Risk
C00698,12,15,4666.43,311.0953333,0.04109589,4666.43,5,5,5,15,Champions,1,Loyalists
C00699,71,4,568.33,142.0825,0.010958904,568.33,3,2,3,8,At-Risk,0,At-Risk
C00700,104,2,178.48,89.24,0.005479452,178.48,3,1,2,6,At-Risk,0,At-Risk
C00701,14,10,2905.82,290.582,0.02739726,2905.82,5,4,4,13,Champions,3,At-Risk
C00702,65,10,1700.82,170.082,0.02739726,1700.82,3,4,4,11,Loyalists,3,At-Risk
C00703,9,8,2182.42,272.8025,0.021917808,2182.42,5,4,4,13,Champions,3,At-Risk
C00704,14,18,5760.8934,320.0496333,0.049315068,5760.8934,5,5,5,15,Champions,1,Loyalists
C00705,292,2,93.34,46.67,0.005479452,93.34,1,1,1,3,Dormant,2,Dormant
C00706,39,11,1550.04,140.9127273,0.030136986,1550.04,4,4,4,12,Loyalists,3,At-Risk
C00707,304,1,62.12,62.12,0.002739726,62.12,1,1,1,3,Dormant,2,Dormant
C00708,47,6,905.88,150.98,0.016438356,905.88,4,3,3,10,Loyalists,3,At-Risk
C00709,117,2,232.86,116.43,0.005479452,232.86,3,1,2,6,At-Risk,0,At-Risk
C00710,160,4,296.09,74.0225,0.010958904,296.09,2,2,2,6,At-Risk,0,At-Risk
C00711,172,1,120,120,0.002739726,120,2,1,2,5,Dormant,2,Dormant
C00712,51,2,368.38,184.19,0.005479452,368.38,4,1,3,8,At-Risk,0,At-Risk
C00713,46,10,1368.04,136.804,0.02739726,1368.04,4,4,4,12,Loyalists,3,At-Risk
C00714,35,7,952.09,136.0128571,0.019178082,952.09,4,3,3,10,Loyalists,3,At-Risk
C00715,338,1,65.14,65.14,0.002739726,65.14,1,1,1,3,Dormant,2,Dormant
C00716,340,2,87.04,43.52,0.005479452,87.04,1,1,1,3,Dormant,2,Dormant
C00717,313,1,74.26,74.26,0.002739726,74.26,1,1,1,3,Dormant,2,Dormant
C00718,9,9,2950.56,327.84,0.024657534,2950.56,5,4,4,13,Champions,3,At-Risk
C00719,114,5,348.02,69.604,0.01369863,348.02,3,3,2,8,At-Risk,0,At-Risk
C00720,332,2,117.89,58.945,0.005479452,117.89,1,1,1,3,Dormant,2,Dormant
C00721,11,18,5128.1934,284.8996333,0.049315068,5128.1934,5,5,5,15,Champions,1,Loyalists
C00722,15,19,5740.07,302.1089474,0.052054795,5740.07,5,5,5,15,Champions,1,Loyalists
C00723,173,1,49.28,49.28,0.002739726,49.28,2,1,1,4,Dormant,2,Dormant
C00724,98,2,192.56,96.28,0.005479452,192.56,3,1,2,6,At-Risk,0,At-Risk
C00725,368,1,19.49,19.49,0.002739726,19.49,1,1,1,3,Dormant,2,Dormant
C00726,13,17,4973.21,292.5417647,0.046575342,4973.21,5,5,5,15,Champions,1,Loyalists
C00727,161,1,49.34,49.34,0.002739726,49.34,2,1,1,4,Dormant,2,Dormant
C00728,3,14,4065.21,290.3721429,0.038356164,4065.21,5,5,5,15,Champions,1,Loyalists
C00729,11,16,4304.62,269.03875,0.043835616,4304.62,5,5,5,15,Champions,1,Loyalists
C00730,6,11,3188.58,289.8709091,0.030136986,3188.58,5,4,4,13,Champions,1,Loyalists
C00731,358,1,88.12,88.12,0.002739726,88.12,1,1,1,3,Dormant,2,Dormant
C00732,132,4,393.17,98.2925,0.010958904,393.17,2,2,3,7,At-Risk,0,At-Risk
C00733,160,8,802.85,100.35625,0.021917808,802.85,2,4,3,9,At-Risk,0,At-Risk
C00734,69,3,391.21,130.4033333,0.008219178,391.21,3,2,3,8,At-Risk,0,At-Risk
C00735,227,1,55.84,55.84,0.002739726,55.84,1,1,1,3,Dormant,2,Dormant
C00736,41,8,1297.51,162.18875,0.021917808,1297.51,4,4,4,12,Loyalists,3,At-Risk
C00737,408,1,40.01,40.01,0.002739726,40.01,1,1,1,3,Dormant,2,Dormant
C00738,44,3,460.72,153.5733333,0.008219178,460.72,4,2,3,9,At-Risk,0,At-Risk
C00739,51,4,704.42,176.105,0.010958904,704.42,4,2,3,9,At-Risk,0,At-Risk
C00740,46,11,1508.82,137.1654545,0.030136986,1508.82,4,4,4,12,Loyalists,3,At-Risk
C00741,33,8,1294.21,161.77625,0.021917808,1294.21,4,4,4,12,Loyalists,3,At-Risk
C00742,64,2,314.84,157.42,0.005479452,314.84,3,1,2,6,At-Risk,0,At-Risk
C00743,148,3,341.5,113.8333333,0.008219178,341.5,2,2,2,6,At-Risk,0,At-Risk
C00744,21,19,5923.0934,311.7417579,0.052054795,5923.0934,4,5,5,14,Champions,1,Loyalists
C00745,326,1,29.95,29.95,0.002739726,29.95,1,1,1,3,Dormant,2,Dormant
C00746,73,12,1903.5,158.625,0.032876712,1903.5,3,4,4,11,Loyalists,3,At-Risk
C00747,160,4,413.09,103.2725,0.010958904,413.09,2,2,3,7,At-Risk,0,At-Risk
C00748,300,1,67.4,67.4,0.002739726,67.4,1,1,1,3,Dormant,2,Dormant
C00749,149,4,484.85,121.2125,0.010958904,484.85,2,2,3,7,At-Risk,0,At-Risk
C00750,11,18,5254.62,291.9233333,0.049315068,5254.62,5,5,5,15,Champions,1,Loyalists
C00751,304,1,67.38,67.38,0.002739726,67.38,1,1,1,3,Dormant,2,Dormant
C00752,139,4,327.31,81.8275,0.010958904,327.31,2,2,2,6,At-Risk,0,At-Risk
C00753,18,10,1717.97,171.797,0.02739726,1717.97,4,4,4,12,Loyalists,3,At-Risk
C00754,14,15,4334.82,288.988,0.04109589,4334.82,5,5,5,15,Champions,1,Loyalists
C00755,173,2,104.95,52.475,0.005479452,104.95,2,1,1,4,Dormant,2,Dormant
C00756,174,6,506.82,84.47,0.016438356,506.82,2,3,3,8,At-Risk,0,At-Risk
C00757,118,6,472.13,78.68833333,0.016438356,472.13,3,3,3,9,At-Risk,0,At-Risk
C00758,365,1,71.92,71.92,0.002739726,71.92,1,1,1,3,Dormant,2,Dormant
C00759,138,3,173.34,57.78,0.008219178,173.34,2,2,2,6,At-Risk,0,At-Risk
C00760,3,8,2472.45,309.05625,0.021917808,2472.45,5,4,4,13,Champions,1,Loyalists
C00761,57,7,1054.87,150.6957143,0.019178082,1054.87,3,3,4,10,Loyalists,3,At-Risk
C00762,17,7,1765.2,252.1714286,0.019178082,1765.2,5,3,4,12,Loyalists,3,At-Risk
C00763,89,3,318.94,106.3133333,0.008219178,318.94,3,2,2,7,At-Risk,0,At-Risk
C00764,10,13,3566.98,274.3830769,0.035616438,3566.98,5,5,5,15,Champions,1,Loyalists
C00765,125,2,251.66,125.83,0.005479452,251.66,2,1,2,5,Dormant,0,At-Risk
C00766,128,4,290.68,72.67,0.010958904,290.68,2,2,2,6,At-Risk,0,At-Risk
C00767,309,3,164.01,54.67,0.008219178,164.01,1,2,2,5,Dormant,2,Dormant
C00768,46,6,948.14,158.0233333,0.016438356,948.14,4,3,3,10,Loyalists,3,At-Risk
C00769,268,2,87.72,43.86,0.005479452,87.72,1,1,1,3,Dormant,2,Dormant
C00770,12,20,6163.8834,308.19417,0.054794521,6163.8834,5,5,5,15,Champions,1,Loyalists
C00771,315,2,101.14,50.57,0.005479452,101.14,1,1,1,3,Dormant,2,Dormant
C00772,25,6,1888.77,314.795,0.016438356,1888.77,4,3,4,11,Loyalists,3,At-Risk
C00773,29,8,1119.5,139.9375,0.021917808,1119.5,4,4,4,12,Loyalists,3,At-Risk
C00774,177,2,203.33,101.665,0.005479452,203.33,2,1,2,5,Dormant,0,At-Risk
C00775,21,15,4041.73,269.4486667,0.04109589,4041.73,4,5,5,14,Champions,1,Loyalists
C00776,20,17,5062.64,297.8023529,0.046575342,5062.64,4,5,5,14,Champions,1,Loyalists
C00777,118,7,913.16,130.4514286,0.019178082,913.16,3,3,3,9,At-Risk,0,At-Risk
C00778,102,3,203.08,67.69333333,0.008219178,203.08,3,2,2,7,At-Risk,0,At-Risk
C00779,120,2,209.62,104.81,0.005479452,209.62,2,1,2,5,Dormant,0,At-Risk
C00780,162,4,384.74,96.185,0.010958904,384.74,2,2,3,7,At-Risk,0,At-Risk
C00781,138,4,318.62,79.655,0.010958904,318.62,2,2,2,6,At-Risk,0,At-Risk
C00782,35,6,771.93,128.655,0.016438356,771.93,4,3,3,10,Loyalists,3,At-Risk
C00783,64,16,2908.16,181.76,0.043835616,2908.16,3,5,4,12,Loyalists,1,Loyalists
C00784,12,16,4609.7834,288.1114625,0.043835616,4609.7834,5,5,5,15,Champions,1,Loyalists
C00785,254,2,88.89,44.445,0.005479452,88.89,1,1,1,3,Dormant,2,Dormant
C00786,180,3,161.58,53.86,0.008219178,161.58,2,2,2,6,At-Risk,2,Dormant
C00787,54,10,1479.69,147.969,0.02739726,1479.69,3,4,4,11,Loyalists,3,At-Risk
C00788,80,7,1259.61,179.9442857,0.019178082,1259.61,3,3,4,10,Loyalists,3,At-Risk
C00789,372,1,118.58,118.58,0.002739726,118.58,1,1,2,4,Dormant,2,Dormant
C00790,16,18,5692.8934,316.2718556,0.049315068,5692.8934,5,5,5,15,Champions,1,Loyalists
C00791,133,7,648.15,92.59285714,0.019178082,648.15,2,3,3,8,At-Risk,0,At-Risk
C00792,107,2,246.3,123.15,0.005479452,246.3,3,1,2,6,At-Risk,0,At-Risk
C00793,174,4,491.83,122.9575,0.010958904,491.83,2,2,3,7,At-Risk,0,At-Risk
C00794,7,31,9855.94,317.9335484,0.084931507,9855.94,5,5,5,15,Champions,1,Loyalists
C00795,270,2,138.32,69.16,0.005479452,138.32,1,1,2,4,Dormant,2,Dormant
C00796,352,1,67.2,67.2,0.002739726,67.2,1,1,1,3,Dormant,2,Dormant
C00797,129,4,473.56,118.39,0.010958904,473.56,2,2,3,7,At-Risk,0,At-Risk
C00798,177,7,568.95,81.27857143,0.019178082,568.95,2,3,3,8,At-Risk,0,At-Risk
C00799,302,2,40.95,20.475,0.005479452,40.95,1,1,1,3,Dormant,2,Dormant
C00800,172,2,159.74,79.87,0.005479452,159.74,2,1,2,5,Dormant,2,Dormant
C00801,10,19,5553.86,292.3084211,0.052054795,5553.86,5,5,5,15,Champions,1,Loyalists
C00802,145,5,650.81,130.162,0.01369863,650.81,2,3,3,8,At-Risk,0,At-Risk
C00803,151,10,832.92,83.292,0.02739726,832.92,2,4,3,9,At-Risk,0,At-Risk
C00804,50,9,1351.79,150.1988889,0.024657534,1351.79,4,4,4,12,Loyalists,3,At-Risk
C00805,129,3,250.91,83.63666667,0.008219178,250.91,2,2,2,6,At-Risk,0,At-Risk
C00806,359,1,44.26,44.26,0.002739726,44.26,1,1,1,3,Dormant,2,Dormant
C00807,368,1,41.24,41.24,0.002739726,41.24,1,1,1,3,Dormant,2,Dormant
C00808,67,4,557.86,139.465,0.010958904,557.86,3,2,3,8,At-Risk,0,At-Risk
C00809,2,16,4575.39,285.961875,0.043835616,4575.39,5,5,5,15,Champions,1,Loyalists
C00810,362,2,114.92,57.46,0.005479452,114.92,1,1,1,3,Dormant,2,Dormant
C00811,311,1,12.45,12.45,0.002739726,12.45,1,1,1,3,Dormant,2,Dormant
C00812,14,16,4715.3334,294.7083375,0.043835616,4715.3334,5,5,5,15,Champions,1,Loyalists
C00813,316,1,45.55,45.55,0.002739726,45.55,1,1,1,3,Dormant,2,Dormant
C00814,348,2,77.28,38.64,0.005479452,77.28,1,1,1,3,Dormant,2,Dormant
C00815,185,1,58.01,58.01,0.002739726,58.01,2,1,1,4,Dormant,2,Dormant
C00816,144,5,410.54,82.108,0.01369863,410.54,2,3,3,8,At-Risk,0,At-Risk
C00817,43,7,1191.11,170.1585714,0.019178082,1191.11,4,3,4,11,Loyalists,3,At-Risk
C00818,16,8,2764.1034,345.512925,0.021917808,2764.1034,5,4,4,13,Champions,3,At-Risk
C00819,39,8,978.61,122.32625,0.021917808,978.61,4,4,3,11,Loyalists,3,At-Risk
C00820,269,1,76.56,76.56,0.002739726,76.56,1,1,1,3,Dormant,2,Dormant
C00821,8,11,3553.2134,323.0194,0.030136986,3553.2134,5,4,5,14,Champions,1,Loyalists
C00822,45,4,598.01,149.5025,0.010958904,598.01,4,2,3,9,At-Risk,0,At-Risk
C00823,46,8,1262.35,157.79375,0.021917808,1262.35,4,4,4,12,Loyalists,3,At-Risk
C00824,71,7,563.87,80.55285714,0.019178082,563.87,3,3,3,9,At-Risk,0,At-Risk
C00825,413,1,84.95,84.95,0.002739726,84.95,1,1,1,3,Dormant,2,Dormant
C00826,34,8,1242.74,155.3425,0.021917808,1242.74,4,4,4,12,Loyalists,3,At-Risk
C00827,45,4,592.44,148.11,0.010958904,592.44,4,2,3,9,At-Risk,0,At-Risk
C00828,111,7,794.92,113.56,0.019178082,794.92,3,3,3,9,At-Risk,0,At-Risk
C00829,24,8,1221.4,152.675,0.021917808,1221.4,4,4,4,12,Loyalists,3,At-Risk
C00830,17,23,7118.6234,309.5053652,0.063013699,7118.6234,5,5,5,15,Champions,1,Loyalists
C00831,91,1,145.86,145.86,0.002739726,145.86,3,1,2,6,At-Risk,0,At-Risk
C00832,7,18,5044.64,280.2577778,0.049315068,5044.64,5,5,5,15,Champions,1,Loyalists
C00833,5,22,6030.9,274.1318182,0.060273973,6030.9,5,5,5,15,Champions,1,Loyalists
C00834,44,14,1970.42,140.7442857,0.038356164,1970.42,4,5,4,13,Champions,3,At-Risk
C00835,50,7,1114.17,159.1671429,0.019178082,1114.17,4,3,4,11,Loyalists,3,At-Risk
C00836,358,1,55.88,55.88,0.002739726,55.88,1,1,1,3,Dormant,2,Dormant
C00837,19,6,1017.72,169.62,0.016438356,1017.72,4,3,4,11,Loyalists,3,At-Risk
C00838,130,2,179.69,89.845,0.005479452,179.69,2,1,2,5,Dormant,0,At-Risk
C00839,184,4,364.29,91.0725,0.010958904,364.29,2,2,2,6,At-Risk,0,At-Risk
C00840,16,24,7229.9934,301.249725,0.065753425,7229.9934,5,5,5,15,Champions,1,Loyalists
C00841,142,3,391.92,130.64,0.008219178,391.92,2,2,3,7,At-Risk,0,At-Risk
C00842,16,15,4486.09,299.0726667,0.04109589,4486.09,5,5,5,15,Champions,1,Loyalists
C00843,333,3,132.57,44.19,0.008219178,132.57,1,2,2,5,Dormant,2,Dormant
C00844,7,20,5726.61,286.3305,0.054794521,5726.61,5,5,5,15,Champions,1,Loyalists
C00845,43,14,1990.17,142.155,0.038356164,1990.17,4,5,4,13,Champions,3,At-Risk
C00846,28,16,5050.96,315.685,0.043835616,5050.96,4,5,5,14,Champions,1,Loyalists
C00847,328,2,108.94,54.47,0.005479452,108.94,1,1,1,3,Dormant,2,Dormant
C00848,162,1,45.49,45.49,0.002739726,45.49,2,1,1,4,Dormant,2,Dormant
C00849,156,4,496.23,124.0575,0.010958904,496.23,2,2,3,7,At-Risk,0,At-Risk
C00850,5,10,3261.2234,326.12234,0.02739726,3261.2234,5,4,5,14,Champions,1,Loyalists
C00851,60,4,324.56,81.14,0.010958904,324.56,3,2,2,7,At-Risk,0,At-Risk
C00852,19,12,3441.84,286.82,0.032876712,3441.84,4,4,5,13,Champions,1,Loyalists
C00853,378,1,56.29,56.29,0.002739726,56.29,1,1,1,3,Dormant,2,Dormant
C00854,6,7,2148.91,306.9871429,0.019178082,2148.91,5,3,4,12,Loyalists,3,At-Risk
C00855,9,17,4888.26,287.5447059,0.046575342,4888.26,5,5,5,15,Champions,1,Loyalists
C00856,10,17,4904.85,288.5205882,0.046575342,4904.85,5,5,5,15,Champions,1,Loyalists
C00857,22,7,1008.49,144.07,0.019178082,1008.49,4,3,4,11,Loyalists,3,At-Risk
C00858,177,4,411.4,102.85,0.010958904,411.4,2,2,3,7,At-Risk,0,At-Risk
C00859,22,14,4322.13,308.7235714,0.038356164,4322.13,4,5,5,14,Champions,1,Loyalists
C00860,163,2,165.23,82.615,0.005479452,165.23,2,1,2,5,Dormant,2,Dormant
C00861,54,9,1382.13,153.57,0.024657534,1382.13,3,4,4,11,Loyalists,3,At-Risk
C00862,52,5,456.24,91.248,0.01369863,456.24,3,3,3,9,At-Risk,0,At-Risk
C00863,61,12,1620.1,135.0083333,0.032876712,1620.1,3,4,4,11,Loyalists,3,At-Risk
C00864,39,7,923.41,131.9157143,0.019178082,923.41,4,3,3,10,Loyalists,3,At-Risk
C00865,154,1,89.25,89.25,0.002739726,89.25,2,1,1,4,Dormant,2,Dormant
C00866,17,9,2622.87,291.43,0.024657534,2622.87,5,4,4,13,Champions,3,At-Risk
C00867,16,17,5338.6634,314.0390235,0.046575342,5338.6634,5,5,5,15,Champions,1,Loyalists
C00868,277,2,115.98,57.99,0.005479452,115.98,1,1,1,3,Dormant,2,Dormant
C00869,365,2,138.18,69.09,0.005479452,138.18,1,1,2,4,Dormant,2,Dormant
C00870,31,8,1216.26,152.0325,0.021917808,1216.26,4,4,4,12,Loyalists,3,At-Risk
C00871,40,3,545.37,181.79,0.008219178,545.37,4,2,3,9,At-Risk,0,At-Risk
C00872,190,2,236.84,118.42,0.005479452,236.84,2,1,2,5,Dormant,0,At-Risk
C00873,52,7,891.39,127.3414286,0.019178082,891.39,3,3,3,9,At-Risk,3,At-Risk
C00874,12,17,5085.58,299.1517647,0.046575342,5085.58,5,5,5,15,Champions,1,Loyalists
C00875,20,6,1636.04,272.6733333,0.016438356,1636.04,4,3,4,11,Loyalists,3,At-Risk
C00876,138,2,163.46,81.73,0.005479452,163.46,2,1,2,5,Dormant,0,At-Risk
C00877,141,7,680.64,97.23428571,0.019178082,680.64,2,3,3,8,At-Risk,0,At-Risk
C00878,19,18,5405.5134,300.3063,0.049315068,5405.5134,4,5,5,14,Champions,1,Loyalists
C00879,32,14,4075.4334,291.1023857,0.038356164,4075.4334,4,5,5,14,Champions,1,Loyalists
C00880,3,13,3746.98,288.2292308,0.035616438,3746.98,5,5,5,15,Champions,1,Loyalists
C00881,117,3,211.31,70.43666667,0.008219178,211.31,3,2,2,7,At-Risk,0,At-Risk
C00882,11,25,7525.3634,301.014536,0.068493151,7525.3634,5,5,5,15,Champions,1,Loyalists
C00883,28,14,3879.56,277.1114286,0.038356164,3879.56,4,5,5,14,Champions,1,Loyalists
C00884,175,4,395.46,98.865,0.010958904,395.46,2,2,3,7,At-Risk,0,At-Risk
C00885,7,16,4853.96,303.3725,0.043835616,4853.96,5,5,5,15,Champions,1,Loyalists
C00886,173,7,645.39,92.19857143,0.019178082,645.39,2,3,3,8,At-Risk,0,At-Risk
